name	source	genomospecies	contigs	genome size (Mbp)	N50 length (bp)	N90 length (bp)	max	GC content	completeness	contamination	QS	quality level	phylum	class	order	family	genus	species
HC198	Isolate	Yes	101	2.53	 74,148 	 19,942 	 205,483 	36.30	99.91	0.11	99.36	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_E	s__Enterococcus_E cecorum
HC257	Isolate	Yes	148	2.81	 53,148 	 11,110 	 219,669 	37.79	100.00	0.35	98.25	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B faecium
HC269	Isolate	Yes	63	1.64	 52,250 	 16,171 	 181,344 	42.44	99.61	0.34	97.91	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus saerimneri
HC271	Isolate	No	76	4.88	 196,344 	 39,425 	 364,509 	50.72	100.00	0.11	99.45	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC274	Isolate	Yes	19	3.87	 1,000,712 	 215,024 	 1,434,566 	46.51	100.00	0.01	99.95	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus velezensis
HC330	Isolate	No	42	2.12	 198,977 	 35,085 	 537,194 	37.71	100.00	0.79	96.05	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella paramesenteroides
HC346	Isolate	Yes	76	4.65	 370,384 	 80,890 	 1,062,159 	37.52	100.00	0.96	95.20	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	s__Lysinibacillus capsici
HC47	Isolate	No	258	5.58	 81,203 	 12,601 	 219,709 	50.19	100.00	0.87	95.65	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC49	Isolate	No	39	1.76	 120,936 	 20,743 	 306,680 	40.51	99.95	0.53	97.30	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus vaginalis
HC527	Isolate	No	18	2.89	 1,456,157 	 258,343 	 1,456,157 	37.40	100.00	0.25	98.75	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
HC533	Isolate	Yes	61	2.97	 288,092 	 111,987 	 949,755 	37.51	100.00	0.24	98.80	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
HC536	Isolate	Yes	63	3.01	 170,554 	 48,953 	 563,941 	36.47	100.00	0.10	99.50	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B hirae
HC554	Isolate	Yes	191	2.13	 62,773 	 4,349 	 293,277 	34.17	99.98	0.00	99.98	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
HC562	Isolate	Yes	55	3.09	 111,260 	 41,479 	 279,152 	36.49	100.00	1.81	90.95	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia gibsonii
HC567	Isolate	No	69	4.99	 231,753 	 64,013 	 895,216 	50.77	100.00	0.13	99.35	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC57	Isolate	Yes	16	3.72	 674,454 	 94,462 	 882,848 	41.25	100.00	0.04	99.80	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus altitudinis
HC575	Isolate	Yes	98	1.88	 39,020 	 11,346 	 126,934 	40.26	99.85	0.38	97.95	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus vaginalis
HC607	Isolate	Yes	44	4.72	 278,814 	 129,511 	 628,949 	55.18	100.00	0.03	99.85	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei_A
HC64	Isolate	Yes	41	3.25	 212,036 	 46,715 	 333,526 	44.49	100.00	0.39	98.05	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum
HC67	Isolate	Yes	24	5.39	 952,094 	 199,774 	 2,001,225 	35.22	100.00	0.19	99.05	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A paranthracis
HC689	Isolate	No	42	2.11	 106,757 	 32,510 	 398,107 	36.88	99.16	1.22	93.06	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
HC731	Isolate	Yes	21	3.31	 410,190 	 81,342 	 975,230 	28.12	100.00	0.47	97.65	High-quality	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__Sarcina perfringens
HC752	Isolate	Yes	36	5.41	 296,443 	 88,599 	 707,644 	34.62	100.00	0.50	97.50	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_C	g__Heyndrickxia	s__Heyndrickxia oleronia
HC771	Isolate	No	73	1.93	 74,083 	 13,971 	 405,667 	32.76	99.99	0.11	99.44	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
HC781	Isolate	Yes	61	5.73	 487,108 	 95,695 	 912,778 	35.03	100.00	0.10	99.50	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A cereus
HC830	Isolate	Yes	57	2.18	 116,228 	 30,473 	 331,825 	41.76	99.99	0.22	98.89	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus acidilactici
HC847	Isolate	No	65	1.84	 129,839 	 14,821 	 395,727 	32.70	99.99	0.01	99.94	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
HC854	Isolate	No	163	1.97	 22,443 	 6,398 	 63,833 	38.62	99.99	0.39	98.04	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus reuteri_E
HC859	Isolate	No	55	1.98	 80,596 	 31,132 	 278,973 	32.62	99.99	0.04	99.79	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
HC867	Isolate	Yes	153	2.78	 45,572 	 11,656 	 123,471 	42.77	99.98	2.49	87.53	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Loigolactobacillus	s__Loigolactobacillus coryniformis
HC9	Isolate	No	41	5.22	 407,066 	 96,163 	 720,415 	45.06	100.00	1.40	93.00	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides distasonis
HC916	Isolate	Yes	54	4.26	 292,476 	 66,215 	 536,922 	46.03	100.00	0.41	97.95	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides uniformis
HC934	Isolate	Yes	87	1.81	 66,142 	 9,912 	 125,732 	34.53	100.00	0.18	99.10	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
HC945	Isolate	Yes	9	2.80	 1,925,109 	 273,374 	 1,925,109 	64.02	99.96	0.02	99.86	High-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__
HC947	Isolate	No	61	5.11	 301,034 	 69,316 	 741,202 	46.29	99.99	0.84	95.79	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides uniformis
HC956	Isolate	Yes	53	5.12	 275,377 	 84,248 	 851,131 	43.48	99.99	0.33	98.34	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fragilis
HC968	Isolate	Yes	32	2.11	 199,653 	 29,143 	 351,794 	37.86	99.97	0.77	96.12	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella paramesenteroides
HC970	Isolate	No	63	2.07	 104,089 	 19,210 	 199,744 	37.94	99.97	1.20	93.97	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella paramesenteroides
HC995	Isolate	No	45	3.96	 2,060,251 	 264,566 	 2,060,251 	46.30	100.00	0.05	99.75	High-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus velezensis
HC997	Isolate	Yes	169	2.35	 97,977 	 6,769 	 225,261 	37.49	99.85	0.72	96.25	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
