d21J_41163_13	d21J_41163_13	67_rep13_5_rep(pMC524/MBM)_AJ312056.2
d1O_10050_3	d42J_34060_7	1999_Tn916-orf13_KC414929
d1O_10050_3	d42M_9301_12	1999_Tn916-orf13_KC414929
d1O_10050_3	d42N_65381_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d5B_5625_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d5E_3518_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d5G_45367_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d5H_6611_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d5I_13148_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d5J_6437_13	1999_Tn916-orf13_KC414929
d1O_10050_3	d5K_2999_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d5L_8807_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d5M_34687_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d5N_3745_11	1999_Tn916-orf13_KC414929
d1O_10050_3	d5O_16551_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d7B_57593_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d7E_12976_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d7F_15933_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d7H_5994_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d7I_24014_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d7K_19027_68	1999_Tn916-orf13_KC414929
d1O_10050_3	d7L_88593_5	1999_Tn916-orf13_KC414929
d1O_10050_3	d7M_40910_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d7N_10333_28	1999_Tn916-orf13_KC414929
d1O_10050_3	d7O_21730_1	1999_Tn916-orf13_KC414929
d1O_10050_3	HC1015_21_7	1999_Tn916-orf13_KC414929
d1O_10050_3	HC163_51_5	1999_Tn916-orf13_KC414929
d1O_10050_3	HC192_52_5	1999_Tn916-orf13_KC414929
d1O_10050_3	HC198_2_127	1999_Tn916-orf13_KC414929
d1O_10050_3	HC254_36_5	1999_Tn916-orf13_KC414929
d1O_10050_3	HC257_52_5	1999_Tn916-orf13_KC414929
d1O_10050_3	HC527_6_19	1999_Tn916-orf13_KC414929
d1O_10050_3	HC536_13_51	1999_Tn916-orf13_KC414929
d1O_10050_3	HC562_13_77	1999_Tn916-orf13_KC414929
d1O_10050_3	HC59_36_5	1999_Tn916-orf13_KC414929
d1O_10050_3	HC689_3_142	1999_Tn916-orf13_KC414929
d1O_10050_3	d14A_840_1	1999_Tn916-orf13_KC414929
d1O_10050_3	d14G_2721_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d14L_23534_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d35N_31541_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d7A_10434_3	1999_Tn916-orf13_KC414929
d1O_10050_3	d7F_1906_2	1999_Tn916-orf13_KC414929
d1O_10050_3	d7H_32773_14	1999_Tn916-orf13_KC414929
d1O_10050_3	HC168_19_43	1999_Tn916-orf13_KC414929
d1O_10050_3	d3J_32070_3	1999_Tn916-orf13_KC414929
d21A_49332_2	d21A_49332_2	1816_qacEdelta_KJ504228.1
d14B_34158_11	d14B_34158_11	2289_tnpA_EU402605.1
d14B_34158_11	d14C_1340_2	2289_tnpA_EU402605.1
d14B_34158_11	d14D_19537_1	2289_tnpA_EU402605.1
d14B_34158_11	d14I_5492_1	2289_tnpA_EU402605.1
d14B_34158_11	d14J_32444_1	2289_tnpA_EU402605.1
d14B_34158_11	d14K_26694_1	2289_tnpA_EU402605.1
d14B_34158_11	d14L_7880_2	2289_tnpA_EU402605.1
d14B_34158_11	d14M_9522_2	2289_tnpA_EU402605.1
d14B_34158_11	d14N_8872_2	2289_tnpA_EU402605.1
d14B_34158_11	d14O_37915_5	2289_tnpA_EU402605.1
d14B_34158_11	d1D_74886_3	2289_tnpA_EU402605.1
d14B_34158_11	d21A_57194_1	2289_tnpA_EU402605.1
d14B_34158_11	d21C_3561_1	2289_tnpA_EU402605.1
d14B_34158_11	d21E_142767_2	2289_tnpA_EU402605.1
d14B_34158_11	d21F_84276_2	2289_tnpA_EU402605.1
d14B_34158_11	d21J_37039_18	2289_tnpA_EU402605.1
d14B_34158_11	d21M_10374_1	2289_tnpA_EU402605.1
d14B_34158_11	d21N_18915_1	2289_tnpA_EU402605.1
d14B_34158_11	d21O_66634_2	2289_tnpA_EU402605.1
d14B_34158_11	d28C_41686_1	2289_tnpA_EU402605.1
d14B_34158_11	d28D_15529_1	2289_tnpA_EU402605.1
d14B_34158_11	d28F_8150_2	2289_tnpA_EU402605.1
d14B_34158_11	d28K_31135_1	2289_tnpA_EU402605.1
d14B_34158_11	d28L_11390_2	2289_tnpA_EU402605.1
d14B_34158_11	d35A_45910_11	2289_tnpA_EU402605.1
d14B_34158_11	d35J_137863_1	2289_tnpA_EU402605.1
d14B_34158_11	d35L_101640_2	2289_tnpA_EU402605.1
d14B_34158_11	d35O_116292_3	2289_tnpA_EU402605.1
d14B_34158_11	d3A_16965_2	2289_tnpA_EU402605.1
d14B_34158_11	d3B_3398_2	2289_tnpA_EU402605.1
d14B_34158_11	d3D_2026_2	2289_tnpA_EU402605.1
d14B_34158_11	d3E_22253_11	2289_tnpA_EU402605.1
d14B_34158_11	d3E_32601_6	2289_tnpA_EU402605.1
d14B_34158_11	d3H_4476_2	2289_tnpA_EU402605.1
d14B_34158_11	d3I_42813_1	2289_tnpA_EU402605.1
d14B_34158_11	d3L_50971_3	2289_tnpA_EU402605.1
d14B_34158_11	d3L_11356_6	2289_tnpA_EU402605.1
d14B_34158_11	d3O_15814_2	2289_tnpA_EU402605.1
d14B_34158_11	d42L_25749_2	2289_tnpA_EU402605.1
d14B_34158_11	d5G_6357_6	2289_tnpA_EU402605.1
d14B_34158_11	d5H_12171_8	2289_tnpA_EU402605.1
d14B_34158_11	d5K_5249_1	2289_tnpA_EU402605.1
d14B_34158_11	d5M_22768_6	2289_tnpA_EU402605.1
d14B_34158_11	d7B_108272_4	2289_tnpA_EU402605.1
d14B_34158_11	d7E_22113_17	2289_tnpA_EU402605.1
d14B_34158_11	d7H_44653_4	2289_tnpA_EU402605.1
d14B_34158_11	d7K_22135_1	2289_tnpA_EU402605.1
d14B_34158_11	d7L_49342_7	2289_tnpA_EU402605.1
d14B_34158_11	d7M_33109_3	2289_tnpA_EU402605.1
d14B_34158_11	d7N_32540_2	2289_tnpA_EU402605.1
d14B_34158_11	d7O_25224_3	2289_tnpA_EU402605.1
d14B_34158_11	HC550_10_10	2289_tnpA_EU402605.1
d14B_34158_11	HC830_11_58	2289_tnpA_EU402605.1
d3L_37240_1	d3L_37240_1	1233_tnpA_JN208880.1
d28D_20618_1	d28D_20618_1	14_rep4_2_CDS3(pKC5b)_AF378372
d14I_59755_2	d14I_59755_2	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d14K_18614_1	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d14O_10030_2	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d21J_24545_1	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d35B_3867_2	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d35L_185788_6	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d3B_19701_1	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d5J_9030_10	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d7B_30617_2	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d7E_41092_1	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d7H_52801_10	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d7I_1440_10	58_rep11_1_repA(pB82)_AB178871
d14I_59755_2	d7O_20055_2	58_rep11_1_repA(pB82)_AB178871
d21K_83681_1	d21K_83681_1	428_tnpA_JX077110.1
d21K_83681_1	d21O_54734_1	428_tnpA_JX077110.1
d21K_83681_1	d35D_10462_1	428_tnpA_JX077110.1
d21K_83681_1	d35M_766_3	428_tnpA_JX077110.1
d14A_11844_4	d14A_11844_4	1478_tnpA_JOQR01000001.1
d14A_11844_4	d21A_11595_8	1478_tnpA_JOQR01000001.1
d14A_11844_4	d21K_75092_3	1478_tnpA_JOQR01000001.1
d14A_11844_4	d28D_7965_8	1478_tnpA_JOQR01000001.1
d14A_11844_4	d28E_151303_2	1478_tnpA_JOQR01000001.1
d14A_11844_4	d28K_1414_6	1478_tnpA_JOQR01000001.1
d14A_11844_4	d35E_108513_1	1478_tnpA_JOQR01000001.1
d14A_11844_4	d35M_14474_2	1478_tnpA_JOQR01000001.1
d14A_11844_4	d35N_46204_8	1478_tnpA_JOQR01000001.1
d28K_729_1	d28K_729_1	386_tnpA_JX077110.1
d28K_729_1	d3I_12009_1	386_tnpA_JX077110.1
d14B_77489_4	d14B_77489_4	360_tniA_LC155906.1
d14B_77489_4	d14I_1064_2	360_tniA_LC155906.1
d14B_77489_4	d14N_18795_3	360_tniA_LC155906.1
d14B_77489_4	d14O_30864_2	360_tniA_LC155906.1
d14B_77489_4	d21A_56233_2	360_tniA_LC155906.1
d14B_77489_4	d21F_80733_2	360_tniA_LC155906.1
d14B_77489_4	d21J_148821_2	360_tniA_LC155906.1
d14B_77489_4	d21M_20239_1	360_tniA_LC155906.1
d14B_77489_4	d21N_3064_1	360_tniA_LC155906.1
d14B_77489_4	d21O_36300_2	360_tniA_LC155906.1
d14B_77489_4	d28A_143459_1	360_tniA_LC155906.1
d14B_77489_4	d28K_13631_2	360_tniA_LC155906.1
d14B_77489_4	d28L_19018_2	360_tniA_LC155906.1
d14B_77489_4	d35A_55666_2	360_tniA_LC155906.1
d14B_77489_4	d3I_22341_2	360_tniA_LC155906.1
d14B_77489_4	d3I_24790_10	360_tniA_LC155906.1
d14B_77489_4	d3L_26826_1	360_tniA_LC155906.1
d14B_77489_4	d5L_25637_2	360_tniA_LC155906.1
d14B_77489_4	d5O_10191_3	360_tniA_LC155906.1
d14B_77489_4	d7B_73566_5	360_tniA_LC155906.1
d14B_77489_4	d7E_27135_8	360_tniA_LC155906.1
d14B_77489_4	d1M_42413_4	360_tniA_LC155906.1
d14B_77489_4	d1I_60541_1	360_tniA_LC155906.1
d3N_35403_106	d3N_35403_106	2432_tnpA_AB238971.1
d21J_94858_1	d21J_94858_1	2474_Xis-Tn916_KC414929.1
d21J_94858_2	d21J_94858_2	1395_Int-Tn916_KC414929.1
d21J_165637_3	d21J_165637_3	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3A_6447_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3D_2876_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3E_43404_3	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3F_42976_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3G_14936_9	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3H_16212_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3I_25219_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3J_35770_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3J_2606_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3L_2637_4	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3L_32401_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3N_7086_9	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5K_3284_3	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5L_59_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d7B_100498_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d35A_41100_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d14B_130155_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d14I_84132_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d14K_22637_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d14O_19198_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d21A_41062_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d21E_196945_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d21J_170692_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d28D_23523_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d28L_21086_15	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d35B_2612_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d35H_11955_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d35L_62551_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d35O_16072_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3A_433_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3E_53399_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3F_19928_17	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3G_2200_6	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3I_36126_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3L_9846_4	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d3N_7086_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5B_109_3	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5E_11772_1	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5J_11087_6	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5L_5324_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d5O_20428_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d7B_4504_2	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d7H_6556_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d7I_19065_4	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d7M_37779_6	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	d7O_59480_7	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	HC163_72_10	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	HC192_71_10	80_rep18_1_repA(p200B)_AB158402
d21J_165637_3	HC257_71_1	80_rep18_1_repA(p200B)_AB158402
d21A_63058_3	d21A_63058_3	2529_tnpA_EU402605.1
d21A_63058_3	d14C_6515_1	2529_tnpA_EU402605.1
d21A_63058_3	d21J_16521_1	2529_tnpA_EU402605.1
d21A_63058_3	d35M_85_1	2529_tnpA_EU402605.1
d21A_63058_3	d3A_8143_18	2529_tnpA_EU402605.1
d21A_63058_3	d3H_15951_1	2529_tnpA_EU402605.1
d21A_63058_3	d42B_67331_1	2529_tnpA_EU402605.1
d21A_63058_3	d42C_34301_2	2529_tnpA_EU402605.1
d21A_63058_3	d42E_86781_1	2529_tnpA_EU402605.1
d21A_63058_3	d42J_2864_1	2529_tnpA_EU402605.1
d21A_63058_3	d7E_92053_2	2529_tnpA_EU402605.1
d21A_63058_3	d7O_24521_6	2529_tnpA_EU402605.1
d21A_63058_3	HC330_25_2	2529_tnpA_EU402605.1
d21A_63058_3	HC550_13_8	2529_tnpA_EU402605.1
d21A_63058_3	HC970_43_2	2529_tnpA_EU402605.1
d5M_30171_3	d5M_30171_3	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d14J_34074_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d14K_30914_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d14N_6948_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d14O_42052_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d21A_2097_2	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d21E_156278_2	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d21J_12237_3	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d21K_34487_2	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d21M_11104_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d21N_31628_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d28D_9709_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d28L_18633_2	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d35A_5087_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d35D_20371_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d35L_20392_3	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d3A_9535_2	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d42L_813_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d7E_58859_4	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d7L_2297_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d7O_35184_1	30_rep7_7_rep(pKH7)_NC002096
d5M_30171_3	d14L_18464_2	30_rep7_7_rep(pKH7)_NC002096
d14I_89784_1	d14I_89784_1	934_tnpA_AJ344068.1
d28L_5950_2	d28L_5950_2	468_tnpA_AF051917.1
d28L_5950_2	d14A_3967_1	468_tnpA_AF051917.1
d28L_5950_2	d14B_35389_3	468_tnpA_AF051917.1
d28L_5950_2	d14C_6699_1	468_tnpA_AF051917.1
d28L_5950_2	d14D_7440_2	468_tnpA_AF051917.1
d28L_5950_2	d14J_32147_2	468_tnpA_AF051917.1
d28L_5950_2	d14K_28573_6	468_tnpA_AF051917.1
d28L_5950_2	d14L_26915_6	468_tnpA_AF051917.1
d28L_5950_2	d14M_24958_2	468_tnpA_AF051917.1
d28L_5950_2	d14N_47600_1	468_tnpA_AF051917.1
d28L_5950_2	d1I_4813_4	468_tnpA_AF051917.1
d28L_5950_2	d21A_7789_1	468_tnpA_AF051917.1
d28L_5950_2	d21B_8840_2	468_tnpA_AF051917.1
d28L_5950_2	d21E_4860_4	468_tnpA_AF051917.1
d28L_5950_2	d21G_6772_1	468_tnpA_AF051917.1
d28L_5950_2	d21J_105005_1	468_tnpA_AF051917.1
d28L_5950_2	d21K_75080_2	468_tnpA_AF051917.1
d28L_5950_2	d21L_9575_1	468_tnpA_AF051917.1
d28L_5950_2	d21M_25007_1	468_tnpA_AF051917.1
d28L_5950_2	d21O_49564_2	468_tnpA_AF051917.1
d28L_5950_2	d28C_30953_1	468_tnpA_AF051917.1
d28L_5950_2	d28D_5716_1	468_tnpA_AF051917.1
d28L_5950_2	d28E_73797_1	468_tnpA_AF051917.1
d28L_5950_2	d28J_26620_1	468_tnpA_AF051917.1
d28L_5950_2	d28K_5449_2	468_tnpA_AF051917.1
d28L_5950_2	d28O_45255_1	468_tnpA_AF051917.1
d28L_5950_2	d35A_64778_1	468_tnpA_AF051917.1
d28L_5950_2	d35B_18650_1	468_tnpA_AF051917.1
d28L_5950_2	d35D_11660_2	468_tnpA_AF051917.1
d28L_5950_2	d35J_151013_1	468_tnpA_AF051917.1
d28L_5950_2	d35L_117440_2	468_tnpA_AF051917.1
d28L_5950_2	d35M_2684_1	468_tnpA_AF051917.1
d28L_5950_2	d35N_22255_1	468_tnpA_AF051917.1
d28L_5950_2	d35O_19940_1	468_tnpA_AF051917.1
d28L_5950_2	d3E_20224_1	468_tnpA_AF051917.1
d28L_5950_2	d42A_4572_1	468_tnpA_AF051917.1
d28L_5950_2	d42B_172604_1	468_tnpA_AF051917.1
d28L_5950_2	d42C_3946_1	468_tnpA_AF051917.1
d28L_5950_2	d42E_43003_1	468_tnpA_AF051917.1
d28L_5950_2	d42L_11300_2	468_tnpA_AF051917.1
d28L_5950_2	d5E_2771_4	468_tnpA_AF051917.1
d28L_5950_2	d5G_43955_2	468_tnpA_AF051917.1
d28L_5950_2	d5I_3764_3	468_tnpA_AF051917.1
d28L_5950_2	d5J_7335_2	468_tnpA_AF051917.1
d28L_5950_2	d5M_34929_3	468_tnpA_AF051917.1
d28L_5950_2	d5O_19474_1	468_tnpA_AF051917.1
d28L_5950_2	d7A_8796_1	468_tnpA_AF051917.1
d28L_5950_2	d7B_54326_1	468_tnpA_AF051917.1
d28L_5950_2	d7B_62708_1	468_tnpA_AF051917.1
d28L_5950_2	d7E_72581_12	468_tnpA_AF051917.1
d28L_5950_2	d7F_3881_1	468_tnpA_AF051917.1
d28L_5950_2	d7H_10539_1	468_tnpA_AF051917.1
d28L_5950_2	d7I_655_1	468_tnpA_AF051917.1
d28L_5950_2	d7L_24262_2	468_tnpA_AF051917.1
d28L_5950_2	d7M_5423_2	468_tnpA_AF051917.1
d28L_5950_2	d7N_35555_1	468_tnpA_AF051917.1
d28L_5950_2	d7O_54601_1	468_tnpA_AF051917.1
d28L_5950_2	HC562_39_2	468_tnpA_AF051917.1
d21M_15860_1	d21M_15860_1	1797_tnpA_CBVQ010000068.1
d5M_36593_2	d5M_36593_2	65_rep13_3_rep(pWBG1773)_EF537646
d21M_36638_5	d21M_36638_5	2473_tnpA_KM083808.1
d21M_36638_5	d14A_2627_2	2473_tnpA_KM083808.1
d21M_36638_5	d14B_76563_5	2473_tnpA_KM083808.1
d21M_36638_5	d14C_2667_3	2473_tnpA_KM083808.1
d21M_36638_5	d14D_575_1	2473_tnpA_KM083808.1
d21M_36638_5	d14D_2442_3	2473_tnpA_KM083808.1
d21M_36638_5	d14G_11446_2	2473_tnpA_KM083808.1
d21M_36638_5	d14I_49651_3	2473_tnpA_KM083808.1
d21M_36638_5	d14J_87687_22	2473_tnpA_KM083808.1
d21M_36638_5	d14K_36641_9	2473_tnpA_KM083808.1
d21M_36638_5	d14L_31603_44	2473_tnpA_KM083808.1
d21M_36638_5	d14M_48893_4	2473_tnpA_KM083808.1
d21M_36638_5	d14N_11590_8	2473_tnpA_KM083808.1
d21M_36638_5	d14O_6033_2	2473_tnpA_KM083808.1
d21M_36638_5	d14O_34701_1	2473_tnpA_KM083808.1
d21M_36638_5	d1D_25894_1	2473_tnpA_KM083808.1
d21M_36638_5	d1F_110010_6	2473_tnpA_KM083808.1
d21M_36638_5	d1G_65189_1	2473_tnpA_KM083808.1
d21M_36638_5	d1I_23438_3	2473_tnpA_KM083808.1
d21M_36638_5	d1J_31653_3	2473_tnpA_KM083808.1
d21M_36638_5	d1L_21403_1	2473_tnpA_KM083808.1
d21M_36638_5	d1M_48814_1	2473_tnpA_KM083808.1
d21M_36638_5	d1N_53461_3	2473_tnpA_KM083808.1
d21M_36638_5	d1O_97601_1	2473_tnpA_KM083808.1
d21M_36638_5	d21A_62417_28	2473_tnpA_KM083808.1
d21M_36638_5	d21B_14765_3	2473_tnpA_KM083808.1
d21M_36638_5	d21C_4493_3	2473_tnpA_KM083808.1
d21M_36638_5	d21E_46098_2	2473_tnpA_KM083808.1
d21M_36638_5	d21E_77816_2	2473_tnpA_KM083808.1
d21M_36638_5	d21F_130865_53	2473_tnpA_KM083808.1
d21M_36638_5	d21G_8202_8	2473_tnpA_KM083808.1
d21M_36638_5	d21J_167997_3	2473_tnpA_KM083808.1
d21M_36638_5	d21K_3691_1	2473_tnpA_KM083808.1
d21M_36638_5	d21L_32782_9	2473_tnpA_KM083808.1
d21M_36638_5	d21O_52069_3	2473_tnpA_KM083808.1
d21M_36638_5	d28A_225453_1	2473_tnpA_KM083808.1
d21M_36638_5	d28B_67856_1	2473_tnpA_KM083808.1
d21M_36638_5	d28C_1252_1	2473_tnpA_KM083808.1
d21M_36638_5	d28D_2128_7	2473_tnpA_KM083808.1
d21M_36638_5	d28E_165419_113	2473_tnpA_KM083808.1
d21M_36638_5	d28J_60078_2	2473_tnpA_KM083808.1
d21M_36638_5	d28K_11313_1	2473_tnpA_KM083808.1
d21M_36638_5	d28L_203_2	2473_tnpA_KM083808.1
d21M_36638_5	d28M_13238_2	2473_tnpA_KM083808.1
d21M_36638_5	d28N_10542_2	2473_tnpA_KM083808.1
d21M_36638_5	d28O_13118_1	2473_tnpA_KM083808.1
d21M_36638_5	d35A_6683_3	2473_tnpA_KM083808.1
d21M_36638_5	d35C_8500_1	2473_tnpA_KM083808.1
d21M_36638_5	d35D_1601_9	2473_tnpA_KM083808.1
d21M_36638_5	d35H_4688_5	2473_tnpA_KM083808.1
d21M_36638_5	d35J_8002_2	2473_tnpA_KM083808.1
d21M_36638_5	d35K_36604_2	2473_tnpA_KM083808.1
d21M_36638_5	d35L_72546_1	2473_tnpA_KM083808.1
d21M_36638_5	d35M_12682_2	2473_tnpA_KM083808.1
d21M_36638_5	d35N_35101_2	2473_tnpA_KM083808.1
d21M_36638_5	d35O_63797_219	2473_tnpA_KM083808.1
d21M_36638_5	d3A_1532_17	2473_tnpA_KM083808.1
d21M_36638_5	d3D_8950_1	2473_tnpA_KM083808.1
d21M_36638_5	d3L_28172_2	2473_tnpA_KM083808.1
d21M_36638_5	d42A_1285_4	2473_tnpA_KM083808.1
d21M_36638_5	d42B_72979_7	2473_tnpA_KM083808.1
d21M_36638_5	d42C_27983_7	2473_tnpA_KM083808.1
d21M_36638_5	d42H_3947_4	2473_tnpA_KM083808.1
d21M_36638_5	d42I_75749_3	2473_tnpA_KM083808.1
d21M_36638_5	d42L_13808_5	2473_tnpA_KM083808.1
d21M_36638_5	d42M_53583_18	2473_tnpA_KM083808.1
d21M_36638_5	d42N_74214_1	2473_tnpA_KM083808.1
d21M_36638_5	d42O_78566_2	2473_tnpA_KM083808.1
d21M_36638_5	d5B_1942_8	2473_tnpA_KM083808.1
d21M_36638_5	d5I_7470_2	2473_tnpA_KM083808.1
d21M_36638_5	d5J_10799_3	2473_tnpA_KM083808.1
d21M_36638_5	d5K_12234_2	2473_tnpA_KM083808.1
d21M_36638_5	d5L_19883_3	2473_tnpA_KM083808.1
d21M_36638_5	d5M_24254_2	2473_tnpA_KM083808.1
d21M_36638_5	d5N_3932_6	2473_tnpA_KM083808.1
d21M_36638_5	d5O_5012_6	2473_tnpA_KM083808.1
d21M_36638_5	d7A_1862_3	2473_tnpA_KM083808.1
d21M_36638_5	d7B_70826_12	2473_tnpA_KM083808.1
d21M_36638_5	d7E_9870_3	2473_tnpA_KM083808.1
d21M_36638_5	d7F_1115_8	2473_tnpA_KM083808.1
d21M_36638_5	d7H_19627_5	2473_tnpA_KM083808.1
d21M_36638_5	d7I_8568_5	2473_tnpA_KM083808.1
d21M_36638_5	d7J_80465_3	2473_tnpA_KM083808.1
d21M_36638_5	d7K_18716_1	2473_tnpA_KM083808.1
d21M_36638_5	d7L_81212_3	2473_tnpA_KM083808.1
d21M_36638_5	d7M_29118_9	2473_tnpA_KM083808.1
d21M_36638_5	d7N_29805_2	2473_tnpA_KM083808.1
d21M_36638_5	d7O_24920_4	2473_tnpA_KM083808.1
d21M_36638_5	HC847_49_1	2473_tnpA_KM083808.1
d21M_36638_5	HC859_46_1	2473_tnpA_KM083808.1
d21M_36638_5	HC934_71_1	2473_tnpA_KM083808.1
d1N_114985_2	d1N_114985_2	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d1D_70395_2	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d1F_72071_2	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d1J_115466_2	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d1M_29121_2	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d1O_3279_3	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d3F_40891_1	124_repUS2__repA(pBI143)_BFU30316
d1N_114985_2	d7K_17733_3	124_repUS2__repA(pBI143)_BFU30316
d21J_134455_5	d21J_134455_5	1542_tnpA_AF492560.1
d21J_144204_3	d21J_144204_3	1500_tnpA_KC354801.1
d21J_144204_3	d3O_10098_2	1500_tnpA_KC354801.1
